Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,candle_periodicity,break_type,trend_type,break_direction,dx,stop_gain_distance,stop_loss_distance,start_hour,start_min,last_hour,last_min,daily_loss,daily_gain,max_trades
5081,"0,01","10760,00",33.10769,1.45049,5.60417,0.17548,"0,01076","14,61",325,0,0,1,1,0,20,45,13,45,16,0,780,150,5
5002,"0,01","10760,00",33.10769,1.45049,5.60417,0.17548,"0,01076","14,61",325,0,0,1,1,0,20,45,13,45,16,0,780,150,8
4563,"0,01","10760,00",33.10769,1.45049,5.60417,0.17548,"0,01076","14,61",325,0,0,1,1,0,20,45,13,45,16,0,780,150,11
4063,"0,01","10760,00",33.10769,1.45049,5.60417,0.17548,"0,01076","14,61",325,0,0,1,1,0,20,45,13,45,16,0,780,150,13
5104,"0,01","10755,00",24.33258,1.29466,4.95622,0.10907,"0,010755","15,83",442,0,0,1,1,0,20,45,13,45,15,45,430,760,6
4054,"0,01","10755,00",24.33258,1.29466,4.95622,0.10907,"0,010755","15,83",442,0,0,1,1,0,20,45,13,45,15,45,430,760,14
5430,"0,01","10735,00",24.62156,1.37424,4.50105,0.12249,"0,010735","17,83",436,0,0,1,1,0,20,45,13,45,15,45,760,220,18
4895,"0,01","10735,00",24.62156,1.37424,4.50105,0.12249,"0,010735","17,83",436,0,0,1,1,0,20,45,13,45,15,45,760,220,12
4481,"0,01","10735,00",34.96743,1.43683,4.81390,0.15323,"0,010735","16,64",307,0,0,1,1,0,20,45,13,45,15,0,830,190,7
4509,"0,01","10735,00",24.62156,1.37424,4.50105,0.12249,"0,010735","17,83",436,0,0,1,1,0,20,45,13,45,15,45,760,220,5
4113,"0,01","10735,00",24.62156,1.37424,4.50105,0.12249,"0,010735","17,83",436,0,0,1,1,0,20,45,13,45,15,45,760,220,14
5114,"0,01","10730,00",33.74214,1.45865,5.55959,0.17589,"0,01073","14,71",318,0,0,1,1,0,20,45,13,45,15,45,800,150,16
4778,"0,01","10730,00",33.74214,1.45865,5.55959,0.17413,"0,01073","14,71",318,0,0,1,1,0,20,45,13,45,15,45,920,150,15
4534,"0,01","10730,00",21.54619,1.26818,4.38855,0.10013,"0,01073","17,37",498,0,0,1,1,0,20,45,13,45,16,30,390,1020,7
4025,"0,01","10730,00",33.74214,1.45865,5.55959,0.17413,"0,01073","14,71",318,0,0,1,1,0,20,45,13,45,15,45,920,150,14
3602,"0,01","10730,00",33.74214,1.45865,5.55959,0.17413,"0,01073","14,71",318,0,0,1,1,0,20,45,13,45,15,45,920,150,18
3441,"0,01","10730,00",22.92735,1.28961,4.36179,0.10361,"0,01073","17,61",468,0,0,1,1,0,20,45,13,45,16,0,350,610,14
5264,"0,01","10725,00",15.98361,1.23823,4.38650,0.11866,"0,010725","18,06",671,1,0,0,2,5,12,23,10,45,16,30,860,1870,12
5099,"0,01","10725,00",15.98361,1.23823,4.38650,0.11866,"0,010725","18,06",671,1,0,0,2,5,12,23,10,45,16,30,860,1870,13
4718,"0,01","10715,00",19.58867,1.24098,4.61853,0.09145,"0,010715","16,55",547,0,0,1,1,0,20,45,13,45,16,45,860,750,15
5093,"0,01","10705,00",24.11036,1.29173,4.62419,0.10224,"0,010705","16,78",444,0,0,1,1,0,20,43,13,45,15,45,400,1730,15
4756,"0,01","10705,00",24.11036,1.29173,4.62419,0.10224,"0,010705","16,78",444,0,0,1,1,0,20,43,13,45,15,45,400,1570,16
4714,"0,01","10705,00",16.36850,1.24803,6.31563,0.12992,"0,010705","12,57",654,1,0,0,2,5,12,21,10,45,16,0,980,1660,8
4299,"0,01","10705,00",16.36850,1.24803,6.31563,0.12992,"0,010705","12,57",654,1,0,0,2,5,12,21,10,45,16,0,930,1300,14
4917,"0,01","10695,00",24.14221,1.29213,4.92857,0.10550,"0,010695","15,90",443,0,0,1,1,0,20,43,13,45,15,45,430,920,14
4399,"0,01","10665,00",18.84276,1.22759,2.28617,0.12164,"0,010665","26,92",566,2,1,0,0,15,18,21,9,30,15,0,380,1300,14
4250,"0,01","10665,00",18.84276,1.22759,2.28617,0.12164,"0,010665","26,92",566,2,1,0,0,15,18,21,9,30,15,0,380,1190,14
5111,"0,01","10660,00",24.67593,1.30139,5.22549,0.10305,"0,01066","61,82",432,0,0,1,1,0,20,45,13,45,15,30,520,1200,14
4656,"0,01","10660,00",24.67593,1.30139,5.22549,0.10305,"0,01066","61,82",432,0,0,1,1,0,20,45,13,45,15,30,520,1880,13
4076,"0,01","10660,00",19.92523,1.24997,4.59483,0.08998,"0,01066","16,55",535,0,0,1,1,0,20,45,13,45,16,45,520,1880,13
3939,"0,01","10660,00",19.92523,1.24997,4.59483,0.08998,"0,01066","16,55",535,0,0,1,1,0,20,45,13,45,16,45,520,1880,7
5631,"0,01","10645,00",20.35373,1.24782,3.13549,0.13475,"0,010645","21,19",523,2,1,0,0,15,18,21,9,30,15,45,740,1940,2
4961,"0,01","10645,00",19.46070,1.23932,4.58836,0.09026,"0,010645","16,64",547,0,0,1,1,0,20,45,13,45,16,45,800,950,13
4478,"0,01","10640,00",24.07240,1.29388,4.63617,0.10467,"0,01064","16,73",442,0,0,1,1,0,20,45,13,45,15,45,390,1020,10
4090,"0,01","10640,00",24.07240,1.29388,4.63617,0.10467,"0,01064","16,73",442,0,0,1,1,0,20,45,13,45,15,45,390,1020,7
3118,"0,01","10640,00",23.28228,1.28381,4.90323,0.10074,"0,01064","15,90",457,0,0,1,1,0,20,45,13,45,15,45,520,920,14
5180,"0,01","10635,00",15.84948,1.23576,4.19527,0.11819,"0,010635","18,73",671,1,0,0,2,5,12,23,10,45,16,30,740,1460,13
5021,"0,01","10635,00",15.84948,1.23576,4.19527,0.11819,"0,010635","18,73",671,1,0,0,2,5,12,23,10,45,16,30,740,1300,19
4586,"0,01","10630,00",20.56093,1.25136,4.58190,0.09489,"0,01063","16,73",517,0,0,1,1,0,20,45,13,45,16,15,800,730,16
4282,"0,01","10615,00",19.40585,1.23897,4.57543,0.09253,"0,010615","16,67",547,0,0,1,1,0,20,45,13,45,16,45,980,1590,5
5713,"0,01","10610,00",24.78972,1.30267,5.20098,0.10545,"0,01061","15,29",428,0,0,1,1,0,20,45,13,45,15,45,740,1300,2
5464,"0,01","10610,00",24.78972,1.30267,5.20098,0.10545,"0,01061","15,29",428,0,0,1,1,0,20,45,13,45,15,45,740,1620,2
4228,"0,01","10610,00",24.78972,1.30267,5.20098,0.10545,"0,01061","15,29",428,0,0,1,1,0,20,45,13,45,15,45,740,1940,2
6517,"0,01","10595,00",19.09009,1.21771,3.38498,0.14632,"0,010595","19,92",555,2,1,0,0,15,19,23,9,30,15,45,940,370,5
6512,"0,01","10595,00",19.09009,1.21771,3.38498,0.14632,"0,010595","19,92",555,2,1,0,0,15,19,23,9,30,15,45,940,370,20
5815,"0,01","10595,00",24.30046,1.36981,4.44235,0.12158,"0,010595","18,01",436,0,0,1,1,0,20,47,13,45,15,45,760,220,5
5608,"0,01","10595,00",24.30046,1.36981,4.44235,0.12158,"0,010595","18,01",436,0,0,1,1,0,20,47,13,45,15,45,760,220,18
4879,"0,01","10590,00",23.22368,1.28248,4.88018,0.10254,"0,01059","15,96",456,0,0,1,1,0,20,45,13,45,15,45,520,760,13
4750,"0,01","10585,00",21.34073,1.26184,4.56250,0.10418,"0,010585","16,82",496,0,0,1,1,0,20,45,13,45,16,0,680,900,10
4790,"0,01","10585,00",17.64167,1.24219,3.10866,0.12540,"0,010585","23,47",600,1,0,0,2,5,12,35,10,45,16,15,680,900,15
4463,"0,01","10585,00",21.34073,1.26184,4.56250,0.10418,"0,010585","16,82",496,0,0,1,1,0,20,45,13,45,16,0,680,900,6
5043,"0,01","10575,00",16.94712,1.20183,4.21315,0.09956,"0,010575","16,74",624,2,1,0,0,15,18,21,9,30,15,45,650,770,16
2973,"0,01","10575,00",19.54714,1.24130,4.53863,0.09386,"0,010575","23,21",541,0,0,1,1,0,20,45,13,45,16,45,650,770,16
4587,"0,01","10555,00",24.66122,1.30063,5.17402,0.10525,"0,010555","15,35",428,0,0,1,1,0,20,45,13,45,15,45,760,510,2
3615,"0,01","10550,00",20.60547,1.25560,4.54741,0.09727,"0,01055","16,72",512,0,0,1,1,0,20,45,13,45,16,45,430,760,14
4603,"0,01","10530,00",23.66292,1.28444,4.85254,0.10257,"0,01053","16,09",445,0,0,1,1,0,20,45,13,45,15,45,460,1390,17
4545,"0,01","10530,00",23.76975,1.28599,4.85254,0.10454,"0,01053","16,09",443,0,0,1,1,0,20,45,13,45,15,45,440,1000,6
3636,"0,01","10530,00",15.90634,1.20918,4.38750,0.10100,"0,01053","20,83",662,1,1,0,0,15,18,19,10,45,16,30,520,440,14
6410,"0,01","10525,00",18.99820,1.21628,3.36262,0.14499,"0,010525","20,01",554,2,1,0,0,15,19,23,9,30,15,45,940,370,4
4711,"0,01","10520,00",20.46693,1.25313,4.53448,0.09416,"0,01052","16,75",514,0,0,1,1,0,20,45,13,45,16,45,440,1000,6
5823,"0,01","10515,00",23.95216,1.28278,4.71525,0.10577,"0,010515","16,99",439,0,0,1,1,0,20,45,13,30,15,45,940,370,5
4630,"0,01","10515,00",12.21254,1.17481,3.28081,0.08428,"0,010515","25,72",861,0,0,0,0,5,45,9,10,45,16,15,980,1660,12
4616,"0,01","10510,00",23.94077,1.28882,4.84332,0.10586,"0,01051","16,12",439,0,0,1,1,0,20,45,13,45,15,45,430,600,13
6015,"0,01","10505,00",24.26097,1.38131,4.40461,0.12887,"0,010505","18,02",433,0,0,1,1,0,20,45,13,45,15,45,940,210,5
5964,"0,01","10505,00",24.26097,1.38131,4.40461,0.12887,"0,010505","18,02",433,0,0,1,1,0,20,45,13,45,15,45,940,210,15
5761,"0,01","10505,00",24.26097,1.38131,4.40461,0.12887,"0,010505","18,02",433,0,0,1,1,0,20,45,13,45,15,45,940,210,20
5669,"0,01","10505,00",24.26097,1.38131,4.40461,0.12887,"0,010505","18,02",433,0,0,1,1,0,20,45,13,45,15,45,940,210,14
5366,"0,01","10505,00",25.74755,1.31149,5.08717,0.11299,"0,010505","15,59",408,0,0,1,1,0,20,45,13,45,15,15,780,1590,16
5069,"0,01","10505,00",19.13479,1.23665,4.52802,0.09057,"0,010505","16,81",549,0,0,1,1,0,20,43,13,45,16,45,940,690,5
5210,"0,01","10500,00",12.11073,1.17631,3.07918,0.08696,"0,0105","27,01",867,0,0,0,0,5,45,9,10,45,16,30,940,690,12
4576,"0,01","10500,00",33.98058,1.47869,6.97674,0.15217,"0,0105","41,75",309,2,0,0,2,0,20,45,13,45,15,45,520,440,14
4692,"0,01","10500,00",19.40850,1.23929,4.50644,0.09345,"0,0105","23,39",541,0,0,1,1,0,20,45,13,45,16,45,670,790,13
6418,"0,01","10485,00",14.66434,1.17864,1.96717,0.09729,"0,010485","30,41",715,1,1,0,0,15,18,23,9,30,15,45,940,370,4
4592,"0,01","10485,00",20.04780,1.24319,3.08837,0.13356,"0,010485","21,40",523,2,1,0,0,15,18,21,9,30,15,45,520,1840,2
6562,"0,01","10480,00",18.98551,1.22885,2.43721,0.13900,"0,01048","25,76",552,2,1,0,0,15,18,23,9,30,14,45,940,370,8
6547,"0,01","10480,00",18.98551,1.22885,2.43721,0.13900,"0,01048","25,76",552,2,1,0,0,15,18,23,9,30,14,45,940,370,13
6462,"0,01","10480,00",18.98551,1.22885,2.43721,0.13900,"0,01048","25,76",552,2,1,0,0,15,18,23,9,30,14,45,940,370,20
6543,"0,01","10475,00",16.14022,1.21760,4.55435,0.11650,"0,010475","16,33",649,2,1,0,0,15,18,17,9,30,15,45,940,370,20
6490,"0,01","10475,00",16.14022,1.21760,4.55435,0.11650,"0,010475","16,33",649,2,1,0,0,15,18,17,9,30,15,45,940,370,18
4839,"0,01","10470,00",18.93309,1.23280,4.51293,0.08676,"0,01047","16,85",553,0,0,1,1,0,20,43,13,45,16,45,980,950,16
4829,"0,01","10470,00",19.31734,1.23861,4.49356,0.09158,"0,01047","23,84",542,0,0,1,1,0,20,45,13,45,16,45,670,950,15
4288,"0,01","10470,00",21.32383,1.26829,4.50323,0.09976,"0,01047","17,00",491,0,0,1,1,0,20,43,13,45,16,0,680,420,5
6066,"0,01","10465,00",24.22454,1.37986,4.38784,0.12882,"0,010465","18,08",432,0,0,1,1,0,20,45,13,45,15,45,940,210,4
5867,"0,01","10465,00",16.74400,1.19952,4.12821,0.09488,"0,010465","16,92",625,2,1,0,0,15,18,21,9,30,15,45,740,1460,5
4901,"0,01","10465,00",15.32211,1.23194,5.61126,0.11949,"0,010465","13,96",683,1,0,0,2,5,12,21,10,45,16,30,980,950,16
5077,"0,01","10460,00",19.58802,1.24528,4.50862,0.08954,"0,01046","16,79",534,0,0,1,1,0,20,45,13,45,16,45,520,1200,14
4753,"0,01","10445,00",15.29283,1.23149,5.60054,0.11835,"0,010445","13,98",683,1,0,0,2,5,12,21,10,45,16,30,800,1590,12
4019,"0,01","10445,00",15.29283,1.23149,5.60054,0.11835,"0,010445","13,98",683,1,0,0,2,5,12,21,10,45,16,30,800,1590,8
4013,"0,01","10445,00",15.29283,1.23149,5.60054,0.11835,"0,010445","13,98",683,1,0,0,2,5,12,21,10,45,16,30,940,1810,8
3628,"0,01","10445,00",15.29283,1.23149,5.60054,0.11835,"0,010445","13,98",683,1,0,0,2,5,12,21,10,45,16,30,860,1870,8
4857,"0,01","10430,00",27.73936,1.33754,4.60486,0.11571,"0,01043","17,47",376,0,0,1,1,0,20,43,13,45,15,0,830,1150,14
5894,"0,01","10425,00",24.30070,1.38082,4.37107,0.13135,"0,010425","18,36",429,0,0,1,1,0,20,51,13,45,15,45,940,210,20
4611,"0,01","10425,00",25.55147,1.30839,5.04843,0.11166,"0,010425","15,69",408,0,0,1,1,0,20,45,13,45,15,15,980,1660,13
5059,"0,01","10420,00",22.65217,1.27135,4.80184,0.10058,"0,01042","15,99",460,0,0,1,1,0,20,43,13,45,15,45,670,790,13
4992,"0,01","10420,00",18.94546,1.23241,4.49138,0.08868,"0,01042","16,91",550,0,0,1,1,0,20,45,13,45,16,45,980,950,16
4737,"0,01","10420,00",22.65217,1.27135,4.80184,0.10058,"0,01042","15,99",460,0,0,1,1,0,20,43,13,45,15,45,670,790,12
4499,"0,01","10395,00",34.19408,1.54596,5.85634,0.19930,"0,010395","27,76",304,1,0,1,1,0,20,45,13,45,15,45,860,120,4
6375,"0,01","10390,00",17.94473,1.20807,3.96565,0.12282,"0,01039","19,02",579,2,1,0,0,15,19,21,9,30,15,45,940,370,4
5070,"0,01","10390,00",20.01927,1.24424,4.47845,0.09188,"0,01039","17,03",519,0,0,1,1,0,20,45,13,45,16,15,980,860,17
5004,"0,01","10390,00",20.01927,1.24424,4.47845,0.09188,"0,01039","17,03",519,0,0,1,1,0,20,45,13,45,16,15,980,860,16
4981,"0,01","10390,00",11.63494,1.16792,3.27244,0.08057,"0,01039","25,70",893,0,0,0,0,5,45,9,10,45,16,30,650,1890,15
4580,"0,01","10390,00",15.21230,1.23028,5.57105,0.11943,"0,01039","14,04",683,1,0,0,2,5,12,21,10,45,16,30,790,860,7
4470,"0,01","10380,00",20.23392,1.25216,4.56264,0.08889,"0,01038","16,76",513,0,0,1,1,0,20,45,13,45,16,15,980,450,13
4654,"0,01","10370,00",31.61585,1.42913,5.37306,0.16965,"0,01037","15,12",328,0,0,1,1,0,20,45,13,45,16,15,820,150,7
4884,"0,01","10365,00",19.15897,1.23965,4.44850,0.09056,"0,010365","24,55",541,0,0,1,1,0,20,45,13,45,16,45,650,610,18
4913,"0,01","10355,00",18.75906,1.23111,4.46336,0.08714,"0,010355","16,99",552,0,0,1,1,0,20,43,13,45,16,45,940,690,14
4773,"0,01","10355,00",18.75906,1.23111,4.46336,0.08714,"0,010355","16,99",552,0,0,1,1,0,20,43,13,45,16,45,940,690,7
4705,"0,01","10355,00",24.83213,1.19308,2.64158,0.10638,"0,010355","29,73",417,2,1,0,0,15,34,29,9,0,14,15,990,1750,2
4376,"0,01","10350,00",16.63987,1.19894,4.32150,0.10017,"0,01035","16,26",622,2,1,0,0,15,18,21,9,30,15,45,520,1400,17
4373,"0,01","10340,00",22.67544,1.27673,4.54506,0.10369,"0,01034","16,73",456,0,0,1,1,0,20,45,13,45,15,45,670,470,13
4182,"0,01","10340,00",22.67544,1.27673,4.54506,0.10369,"0,01034","16,73",456,0,0,1,1,0,20,45,13,45,15,45,670,470,12
3823,"0,01","10340,00",16.51757,1.19667,4.11952,0.09461,"0,01034","16,97",626,2,1,0,0,15,18,21,9,30,15,45,700,780,6
3721,"0,01","10330,00",36.37324,1.45397,5.62943,0.13314,"0,01033","58,63",284,2,0,0,2,0,31,45,13,45,15,45,520,440,14
4706,"0,01","10325,00",20.20548,1.25192,4.22290,0.09296,"0,010325","17,79",511,0,0,1,1,0,20,45,13,45,16,45,390,1020,7
4557,"0,01","10325,00",32.77778,1.44133,5.34974,0.16483,"0,010325","15,18",315,0,0,1,1,0,20,45,13,45,15,45,920,150,2
4962,"0,01","10315,00",19.10185,1.23650,4.44612,0.08970,"0,010315","16,90",540,0,0,1,1,0,20,45,13,45,16,45,590,1780,5
5466,"0,01","10305,00",28.94663,1.35213,4.54967,0.13275,"0,010305","17,64",356,0,0,1,1,0,20,45,13,45,14,45,740,1620,16
5247,"0,01","10305,00",28.94663,1.35213,4.54967,0.13275,"0,010305","17,64",356,0,0,1,1,0,20,45,13,45,14,45,860,1390,8
5153,"0,01","10305,00",28.94663,1.35213,4.54967,0.13275,"0,010305","17,64",356,0,0,1,1,0,20,45,13,45,14,45,740,1940,18
5048,"0,01","10305,00",18.80475,1.23072,4.44181,0.08918,"0,010305","17,05",548,0,0,1,1,0,20,45,13,45,16,45,940,690,6
4275,"0,01","10305,00",18.80475,1.23072,4.44181,0.08918,"0,010305","17,05",548,0,0,1,1,0,20,45,13,45,16,45,940,690,15
3862,"0,01","10305,00",23.26185,1.18013,2.30537,0.09410,"0,010305","31,96",443,2,1,0,0,15,34,29,9,0,14,15,970,930,3
5025,"0,01","10300,00",32.38994,1.35989,4.39232,0.11630,"0,0103","18,69",318,0,0,1,1,0,35,45,13,45,15,45,760,220,5
5224,"0,01","10290,00",27.36702,1.33129,4.54305,0.11482,"0,01029","17,66",376,0,0,1,1,0,20,45,13,45,15,0,780,630,13
4679,"0,01","10275,00",21.01227,1.25947,4.42888,0.09779,"0,010275","17,14",489,0,0,1,1,0,20,45,13,45,16,0,530,1470,13
5041,"0,01","10265,00",31.29573,1.42295,5.31865,0.16954,"0,010265","15,24",328,0,0,1,1,0,20,45,13,45,16,15,780,150,5
4911,"0,01","10265,00",31.29573,1.42295,5.31865,0.16954,"0,010265","15,24",328,0,0,1,1,0,20,45,13,45,16,15,780,150,16
4354,"0,01","10265,00",31.29573,1.42295,5.31865,0.16954,"0,010265","15,24",328,0,0,1,1,0,20,45,13,45,16,15,780,150,13
5805,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1300,15
5784,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1300,17
5688,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1300,14
5601,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1620,12
5570,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1460,12
5537,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1620,15
5479,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1620,16
5273,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1940,7
4758,"0,01","10260,00",15.68807,1.23660,5.07921,0.12893,"0,01026","15,12",654,1,0,0,2,5,12,21,10,45,16,0,680,900,6
3974,"0,01","10260,00",21.11111,1.26024,4.01566,0.09426,"0,01026","73,00",486,0,0,1,1,0,20,45,13,45,16,15,380,1190,14
3412,"0,01","10260,00",16.38978,1.19485,4.04734,0.09407,"0,01026","17,15",626,2,1,0,0,15,18,21,9,30,15,45,740,1940,18
5903,"0,01","10255,00",27.86685,1.34798,4.38248,0.11218,"0,010255","18,23",368,0,0,1,1,0,20,51,13,45,15,0,780,310,13
4796,"0,01","10245,00",27.24734,1.32985,4.52318,0.11464,"0,010245","17,72",376,0,0,1,1,0,20,45,13,45,15,0,980,610,6
5233,"0,01","10220,00",24.68599,1.27462,2.78095,0.12491,"0,01022","26,08",414,0,0,0,0,5,45,23,10,45,15,15,780,150,16
4888,"0,01","10220,00",24.68599,1.27462,2.78095,0.12491,"0,01022","26,08",414,0,0,0,0,5,45,23,10,45,15,15,780,150,8
4287,"0,01","10220,00",14.96340,1.22548,4.66667,0.11773,"0,01022","16,29",683,1,0,0,2,5,12,21,10,45,16,30,760,990,7
4699,"0,01","10215,00",21.73404,1.26825,4.15244,0.10006,"0,010215","18,18",470,0,0,1,1,0,20,45,13,45,16,0,380,1190,13
4572,"0,01","10215,00",19.16510,1.23954,4.40302,0.08896,"0,010215","17,10",533,0,0,1,1,0,20,45,13,45,16,45,520,920,14
3384,"0,01","10215,00",21.73404,1.26825,4.15244,0.10006,"0,010215","18,18",470,0,0,1,1,0,20,45,13,45,16,0,380,1190,14
4950,"0,01","10205,00",16.81219,1.20006,2.53540,0.10910,"0,010205","24,80",607,2,1,0,0,15,18,21,9,30,15,30,940,690,15
4736,"0,01","10200,00",19.84436,1.24425,4.39655,0.09315,"0,0102","17,18",514,0,0,1,1,0,20,45,13,45,16,45,460,750,13
4345,"0,01","10190,00",20.54436,1.25386,4.69585,0.09573,"0,01019","16,24",496,0,0,1,1,0,20,45,13,45,16,45,430,600,4
5201,"0,01","10185,00",22.99097,1.27512,4.69355,0.10290,"0,010185","16,51",443,0,0,1,1,0,20,45,13,45,15,45,460,750,15
5084,"0,01","10185,00",22.99097,1.27512,4.69355,0.10290,"0,010185","16,51",443,0,0,1,1,0,20,45,13,45,15,45,460,750,12
3844,"0,01","10185,00",22.99097,1.27512,4.69355,0.10290,"0,010185","16,51",443,0,0,1,1,0,20,45,13,45,15,45,460,750,13
5119,"0,01","10175,00",18.66973,1.23070,4.38578,0.08748,"0,010175","17,07",545,0,0,1,1,0,20,43,13,45,16,45,590,1780,14
4388,"0,01","10165,00",32.58013,1.84322,7.64286,0.24853,"0,010165","20,29",312,0,0,1,1,0,20,45,13,45,15,45,680,70,14
723,"0,01","10165,00",33.77076,1.94426,5.89275,0.27883,"0,010165","18,05",301,3,1,0,0,2,33,51,10,30,12,15,710,60,7
4900,"0,01","10155,00",19.26945,1.24130,4.37716,0.09061,"0,010155","17,17",527,0,0,1,1,0,20,45,13,45,16,45,520,1880,4
5122,"0,01","10150,00",24.10926,1.31473,4.69907,0.11311,"0,01015","15,94",421,1,0,0,2,0,20,45,13,45,16,15,980,860,17
5525,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,970,930,11
5400,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,970,1730,12
5408,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,1570,16
5413,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,970,930,19
5372,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,970,1890,18
5304,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,710,1340,11
5242,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,780,1270,8
5225,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,780,1910,18
5215,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,930,12
5132,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,1730,8
5235,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,780,1270,12
5090,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,930,10
5026,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,820,1430,12
5052,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,780,1270,15
5046,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,780,1430,16
5017,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,780,1590,13
5108,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,930,7
5030,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,780,790,16
4966,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,1660,16
4948,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,1730,13
4922,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,830,1150,7
4973,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,1500,13
4827,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,1020,14
4842,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,780,1430,12
4754,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,1660,14
4804,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,800,1370,14
4657,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,980,860,18
4652,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,990,930,13
4597,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,990,1110,14
4703,"0,01","10145,00",26.98138,1.32547,4.47903,0.11425,"0,010145","17,86",376,0,0,1,1,0,20,45,13,45,15,0,990,1090,18
